"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 07 05:50:54 GMT 2025","Mon Jul 07 05:51:01 GMT 2025","6457","tests","test_cart","","","","test_total_cart_price_drops_after_deleting_product",""
"passed","Mon Jul 07 05:52:05 GMT 2025","Mon Jul 07 05:52:06 GMT 2025","1419","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category2]",""
"passed","Mon Jul 07 05:51:45 GMT 2025","Mon Jul 07 05:51:47 GMT 2025","2167","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category2]",""
"passed","Mon Jul 07 05:51:30 GMT 2025","Mon Jul 07 05:51:36 GMT 2025","5816","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category0]",""
"passed","Mon Jul 07 05:51:49 GMT 2025","Mon Jul 07 05:51:50 GMT 2025","1469","tests","test_product_page","","","","test_add_product_to_cart",""
"passed","Mon Jul 07 05:50:34 GMT 2025","Mon Jul 07 05:50:37 GMT 2025","2556","tests","test_cart","","","","test_product_is_displayed_in_products_table",""
"passed","Mon Jul 07 05:51:03 GMT 2025","Mon Jul 07 05:51:09 GMT 2025","5919","tests","test_cart","","","","test_can_place_order_succesfully",""
"passed","Mon Jul 07 05:52:00 GMT 2025","Mon Jul 07 05:52:03 GMT 2025","2816","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category1]",""
"passed","Mon Jul 07 05:51:18 GMT 2025","Mon Jul 07 05:51:20 GMT 2025","1074","tests","test_login","","","","test_login_with_wrong_password",""
"passed","Mon Jul 07 05:51:38 GMT 2025","Mon Jul 07 05:51:43 GMT 2025","4680","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category1]",""
"passed","Mon Jul 07 05:51:25 GMT 2025","Mon Jul 07 05:51:28 GMT 2025","2431","tests","test_login","","","","test_successful_login_after_initial_failed_attempt",""
"passed","Mon Jul 07 05:51:55 GMT 2025","Mon Jul 07 05:51:58 GMT 2025","3238","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category0]",""
"passed","Mon Jul 07 05:51:52 GMT 2025","Mon Jul 07 05:51:53 GMT 2025","863","tests","test_products_page","","","","test_all_cards_are_visible_on_start_page",""
"passed","Mon Jul 07 05:51:22 GMT 2025","Mon Jul 07 05:51:23 GMT 2025","1071","tests","test_login","","","","test_login_with_inexistent_user",""
"passed","Mon Jul 07 05:50:47 GMT 2025","Mon Jul 07 05:50:52 GMT 2025","5310","tests","test_cart","","","","test_total_cart_price_matches_products_total_price",""
"passed","Mon Jul 07 05:50:39 GMT 2025","Mon Jul 07 05:50:44 GMT 2025","5612","tests","test_cart","","","","test_product_page_details_match_cart_page_details",""
"passed","Mon Jul 07 05:51:11 GMT 2025","Mon Jul 07 05:51:13 GMT 2025","1784","tests","test_login","","","","test_login_valid_credentials",""
"passed","Mon Jul 07 05:51:15 GMT 2025","Mon Jul 07 05:51:16 GMT 2025","921","tests","test_login","","","","test_login_with_missing_credentials",""
