"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 05 13:59:37 GMT 2025","Sat Jul 05 13:59:46 GMT 2025","9189","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category0]",""
"passed","Sat Jul 05 13:59:53 GMT 2025","Sat Jul 05 13:59:56 GMT 2025","2307","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category2]",""
"passed","Sat Jul 05 13:59:25 GMT 2025","Sat Jul 05 13:59:27 GMT 2025","1184","tests","test_login","","","","test_login_with_wrong_password",""
"passed","Sat Jul 05 13:58:45 GMT 2025","Sat Jul 05 13:58:51 GMT 2025","5755","tests","test_cart","","","","test_product_page_details_match_cart_page_details",""
"passed","Sat Jul 05 13:59:32 GMT 2025","Sat Jul 05 13:59:35 GMT 2025","2172","tests","test_login","","","","test_successful_login_after_initial_failed_attempt",""
"passed","Sat Jul 05 14:00:09 GMT 2025","Sat Jul 05 14:00:12 GMT 2025","2872","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category1]",""
"passed","Sat Jul 05 13:59:48 GMT 2025","Sat Jul 05 13:59:52 GMT 2025","3759","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category1]",""
"passed","Sat Jul 05 13:59:10 GMT 2025","Sat Jul 05 13:59:16 GMT 2025","5949","tests","test_cart","","","","test_can_place_order_succesfully",""
"passed","Sat Jul 05 13:59:22 GMT 2025","Sat Jul 05 13:59:23 GMT 2025","843","tests","test_login","","","","test_login_with_missing_credentials",""
"passed","Sat Jul 05 14:00:04 GMT 2025","Sat Jul 05 14:00:07 GMT 2025","3230","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category0]",""
"passed","Sat Jul 05 13:58:53 GMT 2025","Sat Jul 05 13:58:59 GMT 2025","5594","tests","test_cart","","","","test_total_cart_price_matches_products_total_price",""
"passed","Sat Jul 05 13:59:58 GMT 2025","Sat Jul 05 13:59:59 GMT 2025","1654","tests","test_product_page","","","","test_add_product_to_cart",""
"passed","Sat Jul 05 13:59:01 GMT 2025","Sat Jul 05 13:59:08 GMT 2025","6522","tests","test_cart","","","","test_total_cart_price_drops_after_deleting_product",""
"passed","Sat Jul 05 13:59:18 GMT 2025","Sat Jul 05 13:59:20 GMT 2025","1764","tests","test_login","","","","test_login_valid_credentials",""
"passed","Sat Jul 05 14:00:14 GMT 2025","Sat Jul 05 14:00:15 GMT 2025","1459","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category2]",""
"passed","Sat Jul 05 13:59:29 GMT 2025","Sat Jul 05 13:59:30 GMT 2025","1079","tests","test_login","","","","test_login_with_inexistent_user",""
"passed","Sat Jul 05 14:00:01 GMT 2025","Sat Jul 05 14:00:02 GMT 2025","1004","tests","test_products_page","","","","test_all_cards_are_visible_on_start_page",""
"passed","Sat Jul 05 13:58:40 GMT 2025","Sat Jul 05 13:58:42 GMT 2025","2701","tests","test_cart","","","","test_product_is_displayed_in_products_table",""
