"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 27 10:09:15 GMT 2025","Sun Jul 27 10:09:17 GMT 2025","2119","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details in chrome",""
"passed","Sun Jul 27 10:09:19 GMT 2025","Sun Jul 27 10:09:20 GMT 2025","1462","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details in firefox",""
"passed","Sun Jul 27 10:07:57 GMT 2025","Sun Jul 27 10:07:58 GMT 2025","1667","tests","test_login","","","","test_login_with_wrong_password in chrome",""
"passed","Sun Jul 27 10:07:46 GMT 2025","Sun Jul 27 10:07:48 GMT 2025","1657","tests","test_login","","","","test_login_valid_credentials in chrome",""
"passed","Sun Jul 27 10:07:49 GMT 2025","Sun Jul 27 10:07:51 GMT 2025","1700","tests","test_login","","","","test_login_valid_credentials in firefox",""
"passed","Sun Jul 27 10:08:45 GMT 2025","Sun Jul 27 10:08:47 GMT 2025","2219","tests","test_product_page","","","","test_add_product_to_cart in chrome",""
"broken","Sun Jul 27 10:07:22 GMT 2025","Sun Jul 27 10:07:22 GMT 2025","523","tests","test_cart","","","","test_total_cart_price_drops_after_deleting_product in chrome",""
"passed","Sun Jul 27 10:07:54 GMT 2025","Sun Jul 27 10:07:56 GMT 2025","1321","tests","test_login","","","","test_login_with_missing_credentials in firefox",""
"passed","Sun Jul 27 10:08:42 GMT 2025","Sun Jul 27 10:08:44 GMT 2025","2294","tests","test_product_page","","","","test_product_details_match_card_details in firefox",""
"passed","Sun Jul 27 10:08:05 GMT 2025","Sun Jul 27 10:08:06 GMT 2025","1024","tests","test_login","","","","test_login_with_inexistent_user in firefox",""
"passed","Sun Jul 27 10:08:07 GMT 2025","Sun Jul 27 10:08:09 GMT 2025","2476","tests","test_login","","","","test_successful_login_after_initial_failed_attempt in chrome",""
"passed","Sun Jul 27 10:07:23 GMT 2025","Sun Jul 27 10:07:29 GMT 2025","5973","tests","test_cart","","","","test_total_cart_price_drops_after_deleting_product in firefox",""
"passed","Sun Jul 27 10:06:43 GMT 2025","Sun Jul 27 10:06:46 GMT 2025","3520","tests","test_cart","","","","test_product_is_displayed_in_products_table in chrome",""
"passed","Sun Jul 27 10:09:01 GMT 2025","Sun Jul 27 10:09:05 GMT 2025","3369","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details in firefox",""
"passed","Sun Jul 27 10:06:52 GMT 2025","Sun Jul 27 10:06:59 GMT 2025","7806","tests","test_cart","","","","test_product_page_details_match_cart_page_details in chrome",""
"passed","Sun Jul 27 10:08:02 GMT 2025","Sun Jul 27 10:08:04 GMT 2025","1622","tests","test_login","","","","test_login_with_inexistent_user in chrome",""
"passed","Sun Jul 27 10:08:27 GMT 2025","Sun Jul 27 10:08:31 GMT 2025","4843","tests","test_product_page","","","","test_product_details_match_card_details in chrome",""
"passed","Sun Jul 27 10:08:33 GMT 2025","Sun Jul 27 10:08:37 GMT 2025","3859","tests","test_product_page","","","","test_product_details_match_card_details in firefox",""
"passed","Sun Jul 27 10:07:40 GMT 2025","Sun Jul 27 10:07:46 GMT 2025","5904","tests","test_cart","","","","test_can_place_order_succesfully in firefox",""
"passed","Sun Jul 27 10:07:30 GMT 2025","Sun Jul 27 10:07:38 GMT 2025","8036","tests","test_cart","","","","test_can_place_order_succesfully in chrome",""
"passed","Sun Jul 27 10:07:07 GMT 2025","Sun Jul 27 10:07:14 GMT 2025","6938","tests","test_cart","","","","test_total_cart_price_matches_products_total_price in chrome",""
"passed","Sun Jul 27 10:08:14 GMT 2025","Sun Jul 27 10:08:20 GMT 2025","6407","tests","test_product_page","","","","test_product_details_match_card_details in chrome",""
"passed","Sun Jul 27 10:07:15 GMT 2025","Sun Jul 27 10:07:21 GMT 2025","5274","tests","test_cart","","","","test_total_cart_price_matches_products_total_price in firefox",""
"passed","Sun Jul 27 10:09:12 GMT 2025","Sun Jul 27 10:09:14 GMT 2025","2960","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details in firefox",""
"passed","Sun Jul 27 10:07:52 GMT 2025","Sun Jul 27 10:07:53 GMT 2025","1043","tests","test_login","","","","test_login_with_missing_credentials in chrome",""
"passed","Sun Jul 27 10:06:48 GMT 2025","Sun Jul 27 10:06:51 GMT 2025","2671","tests","test_cart","","","","test_product_is_displayed_in_products_table in firefox",""
"passed","Sun Jul 27 10:08:11 GMT 2025","Sun Jul 27 10:08:13 GMT 2025","1939","tests","test_login","","","","test_successful_login_after_initial_failed_attempt in firefox",""
"passed","Sun Jul 27 10:09:06 GMT 2025","Sun Jul 27 10:09:10 GMT 2025","4437","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details in chrome",""
"passed","Sun Jul 27 10:07:01 GMT 2025","Sun Jul 27 10:07:06 GMT 2025","5427","tests","test_cart","","","","test_product_page_details_match_cart_page_details in firefox",""
"passed","Sun Jul 27 10:08:49 GMT 2025","Sun Jul 27 10:08:50 GMT 2025","1656","tests","test_product_page","","","","test_add_product_to_cart in firefox",""
