"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 05 13:42:23 GMT 2025","Sat Jul 05 13:42:26 GMT 2025","2233","tests","test_cart","","","","test_product_is_displayed_in_products_table",""
"passed","Sat Jul 05 13:43:04 GMT 2025","Sat Jul 05 13:43:05 GMT 2025","851","tests","test_login","","","","test_login_with_missing_credentials",""
"passed","Sat Jul 05 13:43:48 GMT 2025","Sat Jul 05 13:43:50 GMT 2025","2884","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category1]",""
"passed","Sat Jul 05 13:43:00 GMT 2025","Sat Jul 05 13:43:02 GMT 2025","1664","tests","test_login","","","","test_login_valid_credentials",""
"passed","Sat Jul 05 13:43:27 GMT 2025","Sat Jul 05 13:43:30 GMT 2025","3759","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category1]",""
"passed","Sat Jul 05 13:43:19 GMT 2025","Sat Jul 05 13:43:24 GMT 2025","5517","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category0]",""
"passed","Sat Jul 05 13:42:28 GMT 2025","Sat Jul 05 13:42:34 GMT 2025","5565","tests","test_cart","","","","test_product_page_details_match_cart_page_details",""
"passed","Sat Jul 05 13:43:40 GMT 2025","Sat Jul 05 13:43:41 GMT 2025","890","tests","test_products_page","","","","test_all_cards_are_visible_on_start_page",""
"passed","Sat Jul 05 13:43:52 GMT 2025","Sat Jul 05 13:43:54 GMT 2025","1461","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category2]",""
"passed","Sat Jul 05 13:43:07 GMT 2025","Sat Jul 05 13:43:09 GMT 2025","1078","tests","test_login","","","","test_login_with_wrong_password",""
"passed","Sat Jul 05 13:43:32 GMT 2025","Sat Jul 05 13:43:34 GMT 2025","2177","tests","test_product_page","","","","test_product_details_match_card_details[products_and_category2]",""
"passed","Sat Jul 05 13:43:14 GMT 2025","Sat Jul 05 13:43:16 GMT 2025","2083","tests","test_login","","","","test_successful_login_after_initial_failed_attempt",""
"passed","Sat Jul 05 13:42:36 GMT 2025","Sat Jul 05 13:42:41 GMT 2025","5703","tests","test_cart","","","","test_total_cart_price_matches_products_total_price",""
"passed","Sat Jul 05 13:43:42 GMT 2025","Sat Jul 05 13:43:46 GMT 2025","3297","tests","test_products_page","","","","test_expected_products_are_displayed_with_all_expected_details[expected_product_type_and_category0]",""
"passed","Sat Jul 05 13:42:52 GMT 2025","Sat Jul 05 13:42:58 GMT 2025","5951","tests","test_cart","","","","test_can_place_order_succesfully",""
"passed","Sat Jul 05 13:43:11 GMT 2025","Sat Jul 05 13:43:12 GMT 2025","1120","tests","test_login","","","","test_login_with_inexistent_user",""
"passed","Sat Jul 05 13:42:44 GMT 2025","Sat Jul 05 13:42:50 GMT 2025","5884","tests","test_cart","","","","test_total_cart_price_drops_after_deleting_product",""
"passed","Sat Jul 05 13:43:36 GMT 2025","Sat Jul 05 13:43:38 GMT 2025","1478","tests","test_product_page","","","","test_add_product_to_cart",""
