"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 10 05:47:32 GMT 2025","Thu Jul 10 05:47:34 GMT 2025","2196","tests","test_product_page","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:47:08 GMT 2025","Thu Jul 10 05:47:13 GMT 2025","4516","tests","test_product_page","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:46:25 GMT 2025","Thu Jul 10 05:46:27 GMT 2025","1658","tests","test_login","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:03 GMT 2025","Thu Jul 10 05:46:09 GMT 2025","5960","tests","test_cart","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:45:54 GMT 2025","Thu Jul 10 05:46:01 GMT 2025","7701","tests","test_cart","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:19 GMT 2025","Thu Jul 10 05:46:25 GMT 2025","5935","tests","test_cart","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:46:48 GMT 2025","Thu Jul 10 05:46:49 GMT 2025","998","tests","test_login","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:45:20 GMT 2025","Thu Jul 10 05:45:23 GMT 2025","2700","tests","test_cart","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:45:48 GMT 2025","Thu Jul 10 05:45:53 GMT 2025","5153","tests","test_cart","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:45:39 GMT 2025","Thu Jul 10 05:45:46 GMT 2025","7383","tests","test_cart","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:10 GMT 2025","Thu Jul 10 05:46:17 GMT 2025","7531","tests","test_cart","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:45 GMT 2025","Thu Jul 10 05:46:47 GMT 2025","1643","tests","test_login","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:47:53 GMT 2025","Thu Jul 10 05:47:57 GMT 2025","4478","tests","test_products_page","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:47:49 GMT 2025","Thu Jul 10 05:47:52 GMT 2025","3381","tests","test_products_page","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:47:42 GMT 2025","Thu Jul 10 05:47:47 GMT 2025","5221","tests","test_products_page","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:45:24 GMT 2025","Thu Jul 10 05:45:31 GMT 2025","7266","tests","test_cart","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:50 GMT 2025","Thu Jul 10 05:46:51 GMT 2025","1665","tests","test_login","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:45:33 GMT 2025","Thu Jul 10 05:45:38 GMT 2025","5430","tests","test_cart","","","","test_login_valid_credentials in firefox",""
"broken","Thu Jul 10 05:46:28 GMT 2025","Thu Jul 10 05:46:40 GMT 2025","11327","tests","test_login","","","","test_login_valid_credentials in firefox",""
"passed","Thu Jul 10 05:47:25 GMT 2025","Thu Jul 10 05:47:28 GMT 2025","2461","tests","test_product_page","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:48:03 GMT 2025","Thu Jul 10 05:48:05 GMT 2025","2140","tests","test_products_page","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:55 GMT 2025","Thu Jul 10 05:46:57 GMT 2025","2464","tests","test_login","","","","test_login_valid_credentials in chrome",""
"passed","Thu Jul 10 05:46:53 GMT 2025","Thu Jul 10 05:46:54 GMT 2025","977","tests","test_login","","","","test_login_valid_credentials in firefox",""
